cas_rn,substance,regs,syns,used_for,FEMA No,GRAS Pub No,Most Recent GRAS Pub Update,FEMA status,JECFA Flavor Number
107-88-0,"1,3-BUTYLENE GLYCOL","['172.712', '173.22', '175.105', '175.32', '177.12', '177.121', '177.168', '177.242', '178.201']","['1', '3-BUTYLENE GLYCOL', '1', '3-BUTANEDIOL', 'BETA-BUTYLENE GLYCOL', '1', '3-DIHYDROXYBUTANE', '1-METHYL-1', '3-PROPANEDIOL', '3-HYDROXY-1-BUTANOL', 'METHYLTRIMETHYLENE GLYCOL']","['FLAVORING AGENT OR ADJUVANT', 'SOLVENT OR VEHICLE']",,,,,
63986-03-8,BUTYL ETHYL DISULFIDE,[],"['BUTYL ETHYL DISULFIDE', 'disulfide', ' butyl ethyl', '3', '4-dithiaoctane', '1-ethyldisulfanylbutane']",['FLAVORING AGENT OR ADJUVANT'],4027,21.0,,,1698
17373-84-1,BUTYL ETHYL MALONATE,['172.515'],"['BUTYL ETHYL MALONATE', 'BUTYL ETHYL PROPANEDIOATE', 'ETHYL BUTYL MALONATE', 'PROPANEDIOIC ACID', ' BUTYL ETHYL ESTER', 'MALONIC ACID', ' BUTYL ETHYL ESTER']",['FLAVORING AGENT OR ADJUVANT'],2195,3.0,,,615
592-84-7,BUTYL FORMATE,['172.515'],"['BUTYL FORMATE', 'BUTYL METHANOATE', 'FORMIC ACID', ' BUTYL ESTER']","['FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT']",2196,3.0,,,118
4466-24-4,2-BUTYLFURAN,[],"['2-BUTYLFURAN', 'furan', ' 2-butyl-']",['FLAVORING AGENT OR ADJUVANT'],4081,22.0,,,1490
5454-28-4,BUTYL HEPTANOATE,['172.515'],"['BUTYL HEPTANOATE', 'BUTYL HEPTOATE', 'BUTYL HEPTYLATE', 'HEPTANOIC ACID', ' BUTYL ESTER']",['FLAVORING AGENT OR ADJUVANT'],2199,3.0,,,169
626-82-4,BUTYL HEXANOATE,['172.515'],"['BUTYL HEXANOATE', 'BUTYL CAPROATE', 'HEXANOIC ACID', ' BUTYL ESTER']","['FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT']",2201,3.0,25.0,,162
94-26-8,BUTYL P-HYDROXYBENZOATE,['172.515'],"['BUTYLPARABEN', 'BUTYL P-HYDROXYBENZOATE', 'BUTYL 4-HYDROXYBENZOATE', 'BENZOIC ACID', ' 4-HYDROXY-', ' BUTYL ESTER', 'BENZOIC ACID', ' P-HYDROXY-', ' BUTYL ESTER', '4-(butoxycarbonyl)phenol']",['FLAVORING AGENT OR ADJUVANT'],2203,3.0,,,870
9038-95-3,ALPHA-BUTYL-OMEGA-HYDROXYPOLY(OXYETHYLENE) POLY(OXYPROPYLENE),"['173.31', '173.34', '175.105', '177.1632', '178.357', '178.391']","['PEG/PPG BUTYL ETHER', 'BUTOXYPOLYOXYETHYLENE POLYOXYPROPYLENE GLYCOL', 'PEG/PPG MONOBUTYL ETHER', 'BUTOXYPOLYETHYLENE POLYPROPYLENE GLYCOL', 'PPG-BUTETH', 'OXIRANE', ' METHYL-', ' POLYMER WITH WITH OXIRANE', ' MONOBUTYL ETHER', 'POLY(ETHYLENE GLYCOL-CO-PROPYLENE GLYCOL)', ' MONOBUTYL ETHER', 'GLYCOLS', ' POLYETHYLENE-PROPYLENE', ' MONOBUTYL ETHER', 'ALPHA-BUTYL-OMEGA-HYDROXYPOLY(OXYETHYLENE)POLY(OXYPROPYLENE)', 'POLYETHYLENE-POLYPROPYLENE GLYCOL MONOBUTYL ETHER', 'POLY(METHYL OXIRANE-CO-OXIRANE)', ' MONOBUTYL ETHER']","['BOILER WATER ADDITIVE', 'SURFACE-ACTIVE AGENT']",,,,,
551-08-6,3-BUTYLIDENEPHTHALIDE,[],"['3-BUTYLIDENEPHTHALIDE', 'LIGUSTICUM LACTONE', 'PHTHALIDE', ' 3-BUTYLIDENE-', '1(3H)-ISOBENZOFURANONE', ' 3-BUTYLIDENE-', '3-BUTYLIDENE-1(3H)-ISOBENZOFURANONE']","['FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT']",3333," 6, 7",,,1170
97-87-0,BUTYL ISOBUTYRATE,['172.515'],"['BUTYL ISOBUTYRATE', 'BUTYL 2-METHYLPROPANOATE', 'PROPANOIC ACID', ' 2-METHYL-', ' BUTYL ESTER', 'ISOBUTYRIC ACID', ' BUTYL ESTER', 'BUTYL ISOBUTANOATE']",['FLAVORING AGENT OR ADJUVANT'],2188,3,25.0,,188
592-82-5,BUTYL ISOTHIOCYANATE,[],"['BUTYL ISOTHIOCYANATE', 'BUTYL MUSTARD OIL', 'BUTANE', ' 1-ISOTHIOCYANATO-', '1-ISOTHIOCYANATOBUTANE', 'ISOTHIOCYANIC ACID', ' BUTYL ESTER']",['FLAVORING AGENT OR ADJUVANT'],4082,22,,,1561
4426-79-3,2-BUTYLISOTHIOCYANATE,[],"['SEC-BUTYL ISOTHIOCYANATE', 'BUTYL ISOTHIOCYANATE', ' SEC-', 'butane', ' 2-isothiocyanato-', '2-isothiocyanatobutane', 'isothiocyanic acid', ' sec-butyl ester', '2-butyl isothiocyanate', 'InChI=1S/C5H9NS/c1-3-5(2)6-4-7/h5H', '3H2', '1-2H3', 'InChIKey: TUFJIDJGIQOYFY-UHFFFAOYSA-N']",['FLAVORING AGENT OR ADJUVANT'],4419,23,,,1890
109-19-3,BUTYL ISOVALERATE,['172.515'],"['BUTYL ISOVALERATE', 'BUTYL ISOPENTANOATE', 'BUTYL ISOVALERIANATE', 'BUTYL 3-METHYLBUTANOATE', 'BUTYL 3-METHYLBUTYRATE', 'BUTANOIC ACID', ' 3-METHYL-', ' BUTYL ESTER', 'ISOVALERIC ACID', ' BUTYL ESTER']",['FLAVORING AGENT OR ADJUVANT'],2218,3,,,198
138-22-7,BUTYL LACTATE,"['172.515', '175.105']","['BUTYL LACTATE', 'BUTYL 2-HYDROXYPROPANOATE', 'PROPANOIC ACID', ' 2-HYDROXY-', ' BUTYL ESTER', 'LACTIC ACID', ' BUTYL ESTER', 'BUTYL ALPHA-HYDROXYPROPIONATE']","['FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT']",2205,3,25.0,,932
106-18-3,BUTYL LAURATE,"['172.515', '177.26']","['BUTYL LAURATE', 'BUTYL DODECANOATE', 'BUTYL DODECYLATE', 'DODECANOIC ACID', ' BUTYL ESTER', 'LAURIC ACID', ' BUTYL ESTER']",['FLAVORING AGENT OR ADJUVANT'],2206,3,25.0,,181
2052-15-5,BUTYL LEVULINATE,['172.515'],"['BUTYL LEVULINATE', 'BUTYL ACETYLPROPIONATE', 'BUTYL 4-KETOVALERATE', 'BUTYL 4-OXOPENTANOATE', 'PENTANOIC ACID', ' 4-OXO-', ' BUTYL ESTER', 'LEVULINIC ACID', ' BUTYL ESTER']",['FLAVORING AGENT OR ADJUVANT'],2207,3,,,608
15706-73-7,N-BUTYL 2-METHYLBUTYRATE,[],"['BUTYL 2-METHYLBUTYRATE', 'BUTANOIC ACID', ' 2-METHYL-', ' BUTYL ESTER', 'BUTYL 2-METHYLBUTANOATE', 'BUTYRIC ACID', ' 2-METHYL-', ' BUTYL ESTER']",['FLAVORING AGENT OR ADJUVANT'],3393,7,25.0,,207
77105-53-4,BUTYL BETA-(METHYLTHIO)ACRYLATE,[],"['BUTYL 3-(METHYLTHIO)ACRYLATE', '2-propenoic acid', ' 3-(methylthio)-', ' butyl ester', 'butyl 3-(methylthio)-2-propenoic acid', 'butyl beta-(methylthio)acrylate']",['FLAVORING AGENT OR ADJUVANT'],4571,24,,,1921
10484-56-7,BUTYL BETA-NAPHTHYL ETHER,[],"['2-BUTOXYNAPHTHALENE', 'naphthalene', ' 2-butoxy-', 'butyl 2-naphthyl ether', 'beta-naphthol butyl ether']",['FLAVORING AGENT OR ADJUVANT'],4634,24,,,2141
38621-44-2,BUTYL OLEATE SULFATE,"['172.27', '177.28']","['BUTYL OLEATE SULFATE', '9-OCTADECENOIC ACID', ' (SULFOOXY)-', ' 1-BUTYL ESTER', '1-BUTYL (SULFOOXY)-9-OCTADECENOATE', '1-BUTYL (SULFOOXY)OLEATE', 'SULFATED BUTYL OLEATE', 'BUTYL OLEATE', ' SULFATED']",,,,,,
65504-95-2,"2-BUTYL-5 OR 6-KETO-1,4-DIOXANE",[],"['5(OR 6)-BUTYL-P-DIOXAN-2-ONE', '2-BUTYL-5(OR 6)-KETO-1', '4-DIOXANE', '1', '4-DIOXAN-2-ONE', ' 5(OR 6)-BUTYL-', '5(OR 6)-BUTYL-1', '4-DIOXAN-2-ONE']",['FLAVORING AGENT OR ADJUVANT'],2204,3,,,1484
122-43-0,BUTYL PHENYLACETATE,['172.515'],"['BUTYL PHENYLACETATE', 'BUTYL ALPHA-TOLUATE', 'BENZENEACETIC ACID', ' BUTYL ESTER', 'BUTYL BENZENEACETATE', 'ACETIC ACID', ' PHENYL-', ' BUTYL ESTER', 'BUTYL PHENYLETHANOATE']",['FLAVORING AGENT OR ADJUVANT'],2209,3,,,1012
6066-49-5,3-N-BUTYLPHTHALIDE,[],"['3-BUTYLPHTHALIDE', 'PHTHALIDE', ' 3-BUTYL-', '1(3H)-ISOBENZOFURANONE', ' 3-BUTYL-', '3-BUTYL-1(3H)-ISOBENZOFURANONE']",['FLAVORING AGENT OR ADJUVANT'],3334,6,,,1169
590-01-2,BUTYL PROPIONATE,['172.515'],"['BUTYL PROPIONATE', 'BUTYL PROPANOATE', 'PROPANOIC ACID', ' BUTYL ESTER', 'PROPIONIC ACID', ' BUTYL ESTER']","['FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT']",2211,3,,,143
2052-14-4,BUTYL SALICYLATE,[],"['BUTYL SALICYLATE', 'BUTYL (2-HYDROXYPHENYL)FORMATE', 'BUTYL O-HYDROXYBENZOATE', 'BENZOIC ACID', ' 2-HYDROXY-', ' BUTYL ESTER', 'BUTYL 2-HYDROXYBENZOATE', 'SALICYLIC ACID', ' BUTYL ESTER']","['FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT']",3650,12,,,901
123-95-5,BUTYL STEARATE,"['172.515', '173.34', '175.105', '175.3', '175.32', '176.2', '177.12', '177.226', '177.26', '178.391', '181.27']","['BUTYL STEARATE', 'BUTYL OCTADECANOATE', 'OCTADECANOIC ACID', ' BUTYL ESTER', 'STEARIC ACID', ' BUTYL ESTER']","['FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'FORMULATION AID']",2214,3,,,184
544-40-1,BUTYL SULFIDE,['172.515'],"['BUTYL SULFIDE', 'DIBUTYL SULFIDE', 'BUTYLTHIOBUTANE', 'BUTANE', ' 1', ""1'-THIOBIS-"", '1', ""1'-THIOBIS(BUTANE)"", '5-THIANONANE', 'BUTYL MONOSULFIDE', 'DIBUTYL THIOETHER']","['FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT']",2215,3,25.0,,455
109-42-2,BUTYL 10-UNDECENOATE,['172.515'],"['BUTYL 10-UNDECENOATE', '10-UNDECENOIC ACID', ' BUTYL ESTER', 'BUTYL 10-UNDECYLENATE']","['FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT']",2216,3,25.0,,344
591-68-4,BUTYL VALERATE,['172.515'],"['BUTYL VALERATE', 'BUTYL PENTANOATE', 'BUTYL VALERIANATE', 'PENTANOIC ACID', ' BUTYL ESTER', 'VALERIC ACID', ' BUTYL ESTER']",['FLAVORING AGENT OR ADJUVANT'],2217,3,25.0,,160
123-72-8,BUTYRALDEHYDE,"['172.515', '175.105', '176.17']","['BUTYRALDEHYDE', 'BUTANAL', 'BUTYLALDEHYDE', 'BUTYRIC ALDEHYDE']",['FLAVORING AGENT OR ADJUVANT'],2219,3,25.0,,86
541-35-5,BUTYRAMIDE,[],"['BUTANAMIDE', 'BUTANIMIDIC ACID', 'BUTYRAMIDE']",['FLAVORING AGENT OR ADJUVANT'],4252,22,,,1593
107-92-6,BUTYRIC ACID,['182.6'],"['BUTYRIC ACID', 'BUTANOIC ACID', 'ETHYLACETIC ACID', '1-PROPANECARBOXYLIC ACID', 'PROPYLFORMIC ACID']","['ANTIOXIDANT', 'FLAVORING AGENT OR ADJUVANT', 'PH CONTROL AGENT']",2221,3,25.0,,87
4208-57-5,2-BUTYRYLFURAN,[],,['FLAVORING AGENT OR ADJUVANT'],4083,22,,,1507
29350-73-0,CADINENE,['172.515'],"['CADINENE', 'NAPHTHALENE', ' DECAHYDRO-1', '6-DIMETHYL-4-(1-METHYLETHYL)-', ' (1S-(1ALPHA', '4ALPHA', '4AALPHA', '6ALPHA', '8ABETA))-', ' DIDEHYDRO DERIV.']",['FLAVORING AGENT OR ADJUVANT'],,,,,
58-08-2,CAFFEINE,['182.118'],"['CAFFEINE', 'COFFEINE', 'CAFFEINE', ' ANHYDROUS', '1', '3', '7-TRIMETHYLXANTHINE', 'GUARANINE', 'METHYLTHEOBROMINE', 'THEINE', '1', '3', '7-TRIMETHYL-2', '6-DIOXOPURINE', '3', '7-DIHYDRO-1', '3', '7-TRIMETHYL-1H-PURINE-2', '6-DIONE', '1H-PURINE-2', '6-DIONE', ' 3', '7-DIHYDRO-1', '3', '7-TRIMETHYL-']",['FLAVORING AGENT OR ADJUVANT'],2224,3,,,
8008-98-8,"CAJEPUT, OIL (MELALEUCA LEUCADENDRON L.)",['172.51'],"['CAJUPUT OIL', 'MELALEUCA LEUCADENDRON OIL', 'OILS', ' CAJUPUT']",['FLAVORING AGENT OR ADJUVANT'],2225,3,,,
84775-39-3,CALAMUS EXTRACT--PROHIBITED,['189.11'],"['CALAMUS EXTRACT', 'CALAMUS ROOT EXTRACT', 'ACORUS CALAMUS', ' EXT.']",,,,,,
8015-79-0,CALAMUS OIL--PROHIBITED,['189.11'],"['CALAMUS OIL', 'OILS', ' ACORUS CALAMUS', 'ACORUS CALAMUS OIL']",['FLAVORING AGENT OR ADJUVANT'],,,,,
977022-90-4,CALAMUS--PROHIBITED,['189.11'],"['CALAMUS', 'SWEETFLAG', 'CALAMUS ROOT', 'ACORUS CALAMUS', 'SWEET CANE', 'SWEET CINNAMON', 'SWEETROOT', 'MYRTLE FLAG', 'SWEET GRASS', 'FLAGROOT', 'ACORUS', 'SWEET CALAMUS', 'SWEET FLAG']",['FLAVORING AGENT OR ADJUVANT'],,,,,
62-54-4,CALCIUM ACETATE,"['175.3', '181.29', '182.6197', '184.1185']","['CALCIUM ACETATE', 'CALCIUM DIACETATE', 'ACETATE OF LIME', 'VINEGAR SALTS', 'ACETIC ACID', ' CALCIUM SALT', 'BROWN ACETATE', 'GRAY ACETATE', 'LIME ACETATE', 'LIME PYROLIGNITE', 'ACETATE', ' CALCIUM']","['COLOR OR COLORING ADJUNCT', 'FIRMING AGENT', 'FLAVORING AGENT OR ADJUVANT', 'PH CONTROL AGENT', 'PROCESSING AID', 'SEQUESTRANT', 'STABILIZER OR THICKENER', 'TEXTURIZER']",2228,3,,,
5743-27-1,CALCIUM ASCORBATE,['182.3189'],"['CALCIUM ASCORBATE', 'L-ASCORBIC ACID', ' CALCIUM SALT (2:1)', 'CALCIUM L-ASCORBATE', 'HEMICALCIUM ASCORBATE']",['ANTIOXIDANT'],,,,,
2090-05-3,CALCIUM BENZOATE,"['178.201', '166.11']","['CALCIUM BENZOATE', 'BENZOIC ACID', ' CALCIUM SALT', 'CALCIUM DIBENZOATE']",['ANTIMICROBIAL AGENT'],,,,,
10102-75-7,CALCIUM BROMATE,['136.11'],"['CALCIUM BROMATE', 'BROMIC ACID', ' CALCIUM SALT']","['DOUGH STRENGTHENER', 'LEAVENING AGENT']",,,,,
13747-30-3,CALCIUM CAPRATE,"['172.863', '175.3']","['CALCIUM DECANOATE', 'CALCIUM CAPRATE', 'DECANOIC ACID', ' CALCIUM SALT', 'CALCIUM BIS(CAPRATE)']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'EMULSIFIER OR EMULSIFIER SALT', 'LUBRICANT OR RELEASE AGENT']",,,,,
6107-56-8,CALCIUM CAPRYLATE,"['172.863', '175.3']","['CALCIUM OCTANOATE', 'CALCIUM CAPRYLATE', 'OCTANOIC ACID', ' CALCIUM SALT', 'CALCIUM OCTYLATE', 'CALCIUM OCTOATE']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'EMULSIFIER OR EMULSIFIER SALT', 'LUBRICANT OR RELEASE AGENT']",,,,,
9005-43-0,CALCIUM CASEINATE,"['172.84', ' 135.110 ,  135.140']","['CALCIUM CASEINATE', 'CASEINS', ' CALCIUM COMPLEXES', 'CASEINATE', ' CA', 'CASEINATE', ' CALCIUM SALT']","['COLOR OR COLORING ADJUNCT', 'FORMULATION AID', 'NUTRIENT SUPPLEMENT', 'STABILIZER OR THICKENER', 'TEXTURIZER']",,,,,
5897-16-5,CALCIUM CYCLAMATE--PROHIBITED,['189.135'],"['CALCIUM CYCLAMATE', 'CALCIUM CYCLAMATE DIHYDRATE', 'CYCLAMATE CALCIUM', 'SULFAMIC ACID', ' CYCLOHEXYL-', ' CALCIUM SALT (2:1)', ' DIHYDRATE', 'CYCLOHEXANESULFAMIC ACID', ' CALCIUM SALT (2:1)', ' DIHYDRATE', 'CALCIUM CYCLOHEXANESULFAMATE DIHYDRATE (1:2)', 'CALCIUM CYCLOHEXYLSULFAMATE DIHYDRATE (1:2)', 'CYCLAMIC ACID', ' CALCIUM SALT', 'CYCLOHEXYLSULFAMIC ACID', ' CALCIUM SALT']",['NON-NUTRITIVE SWEETENER'],,,,,
5996-22-5,CALCIUM DIGLUTAMATE,[],"['MONOCALCIUM GLUTAMATE', 'CALCIUM DI-L-GLUTAMATE', 'CALCIUM L-GLUTAMATE (1:2)', 'CALCIUM L-GLUTAMATE', 'CALCIUM DIGLUTAMATE', 'GLUTAMIC ACID', ' CALCIUM SALT (2:1)', ' L-', 'L-GLUTAMIC ACID', ' CALCIUM SALT (2:1)', 'MONOCALCIUM DI-L-GLUTAMATE', 'MONOCALCIUM L-GLUTAMATE']",,,,,,
7718-51-6,CALCIUM FUMARATE,"['172.35', '145.145']","['CALCIUM FUMARATE', '2-BUTENEDIOIC ACID (E)-', ' CALCIUM SALT', 'CALCIUM 2-BUTENEDIOATE', ' (E)-', 'FUMARIC ACID', ' CALCIUM SALT']",['NUTRIENT SUPPLEMENT'],,,,,
27214-00-2,CALCIUM GLYCEROPHOSPHATE,"['175.3', '181.29', '184.1201']","['CALCIUM GLYCEROPHOSPHATE', 'CALCIUM 1', '2', '3-PROPANETRIYL MONO(DIHYDROGEN PHOSPHATE)', 'CALCIUM GLYCERYL MONO(DIHYDROGEN PHOSPHATE)', 'GLYCEROL', ' MONO(DIHYDROGEN PHOSPHATE)', ' CALCIUM SALT (1:1)', '1', '2', '3-PROPANETRIOL', ' MONO(DIHYDROGEN PHOSPHATE)', ' CALCIUM SALT (1:1)']","['NUTRIENT SUPPLEMENT', 'STABILIZER OR THICKENER']",,,,,
10102-76-8,CALCIUM HEXAMETAPHOSPHATE,['182.6203'],"['CALCIUM HEXAMETAPHOSPHATE', 'METAPHOSPHORIC ACID (H6P6O18)', ' CALCIUM SALT']",['SEQUESTRANT'],,,,,
1305-62-0,CALCIUM HYDROXIDE,"['73.85', '176.18', '176.21', '184.1205', '135.11']","['CALCIUM HYDROXIDE', 'MILK OF LIME', 'HYDRATED LIME', 'SLAKED LIME', 'CALCIUM HYDRATE', 'calcium hydroxide (Ca(OH)2)']","['FIRMING AGENT', 'NUTRIENT SUPPLEMENT', 'PH CONTROL AGENT', 'PROCESSING AID']",,,,,
7789-79-9,CALCIUM HYPOPHOSPHITE,[],"['CALCIUM HYPOPHOSPHITE', 'CALCIUM PHOSPHINATE', 'CALCIUM PHOSPHINATE (CA(H2PO2)2)', 'CALCIUM DIHYDROGEN HYPOPHOSPHITE', 'PHOSPHINIC ACID', ' CALCIUM SALT', 'calcium hypophosphite (Ca(H2PO2)2)']",['ANTIOXIDANT'],,,,,
7789-80-2,CALCIUM IODATE,"['184.1206', '136.11']","['CALCIUM IODATE', 'LAUTARITE', 'IODIC ACID (HIO3)', ' CALCIUM SALT', 'IODIC ACID', ' CALCIUM SALT', 'calcium iodate (Ca(IO3)2)']","['DOUGH STRENGTHENER', 'FLOUR TREATING AGENT', 'NUTRIENT SUPPLEMENT', 'PROCESSING AID']",,,,,
5001-51-4,CALCIUM LACTOBIONATE,['172.72'],"['CALCIUM LACTOBIONATE', 'D-GLUCONIC ACID', ' 4-O-BETA-D-GALACTOPYRANOSYL-', ' CALCIUM SALT (2:1)', 'CALCIUM 4-O-BETA-D-GALACTOPYRANOSYL-D-GLUCONATE (1:2)', 'LACTOBIONIC ACID', ' CALCIUM SALT (2:1)']",['FIRMING AGENT'],,,,,
4696-56-4,CALCIUM LAURATE,['172.863'],"['CALCIUM LAURATE', 'DODECANOIC ACID', ' CALCIUM SALT', 'CALCIUM DODECANOATE', 'LAURIC ACID', ' CALCIUM SALT']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'EMULSIFIER OR EMULSIFIER SALT', 'LUBRICANT OR RELEASE AGENT']",,,,,
8061-52-7,CALCIUM LIGNOSULFONATE,"['172.715', '175.105', '176.17', '176.18', '176.21']","['CALCIUM LIGNOSULFONATE', 'CALCIUM LIGNIN SULFONATE', 'LIGNIN CALCIUM SULFONATE', 'LIGNOSULFONIC ACID', ' CALCIUM SALT']",['SURFACE-ACTIVE AGENT'],,,,,
15284-51-2,CALCIUM MYRISTATE,"['172.863', '178.201']","['CALCIUM MYRISTATE', 'TETRADECANOIC ACID', ' CALCIUM SALT', 'CALCIUM TETRADECANOATE', 'MYRISTIC ACID', ' CALCIUM SALT']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'EMULSIFIER OR EMULSIFIER SALT', 'LUBRICANT OR RELEASE AGENT']",,,,,
142-17-6,CALCIUM OLEATE,"['172.863', '175.3', '181.29']","['CALCIUM OLEATE', '9-OCTADECENOIC ACID (Z)-', ' CALCIUM SALT', 'CALCIUM 9-OCTADECENOATE', ' (Z)-', 'OLEIC ACID', ' CALCIUM SALT']",['STABILIZER OR THICKENER'],,,,,
1305-78-8,CALCIUM OXIDE,['184.121'],"['LIME', 'BURNT LIME', 'CALX', 'QUICKLIME']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'DOUGH STRENGTHENER', 'FIRMING AGENT', 'NUTRIENT SUPPLEMENT', 'PH CONTROL AGENT', 'PROCESSING AID', 'TEXTURIZER']",,,,,
542-42-7,CALCIUM PALMITATE,"['172.863', '175.3']","['CALCIUM PALMITATE', 'HEXADECANOIC ACID', ' CALCIUM SALT', 'CALCIUM HEXADECANOATE', 'PALMITIC ACID', ' CALCIUM SALT']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'EMULSIFIER OR EMULSIFIER SALT', 'LUBRICANT OR RELEASE AGENT']",,,,,
137-08-6,CALCIUM PANTOTHENATE,['184.1212'],"['CALCIUM PANTOTHENATE', 'CALCIUM D-PANTOTHENATE', 'BETA-ALANINE', ' N-(2', '4-DIHYDROXY-3', '3-DIMETHYL-1-OXOBUTYL)-', ' CALCIUM SALT (2:1)', ' (R)-', 'CALCIUM N-(2', '4-DIHYDROXY-3', '3-DIMETHYL-1-OXOBUTYL)-BETA-ALANINE (1:2)', ' (R)-', 'CALCIUM', ' BIS(PANTOTHENATO)-', 'BIS(PANTOTHENATO)CALCIUM', 'PANTOTHENIC ACID', ' CALCIUM SALT (2:1)', ' D-', 'CALCIUM D-PANTOTHENATE (1:2)', 'calcium d-(+)-N-(alpha', 'gamma-dihydroxy-beta', 'beta-dimethylbutyryl)-beta-alaninate', 'N-(2', '4-dihydroxy-3', '3-dimethylbutyryl)-beta-alanine calcium']",['NUTRIENT SUPPLEMENT'],,,,,
6363-38-8,"CALCIUM PANTOTHENATE, CALCIUM CHLORIDE DOUBLE SALT",['172.33'],"['CALCIUM PANTOTHENATE', ' CALCIUM CHLORIDE DOUBLE SALT', 'BETA-ALANINE', ' N-(2', '4-DIHYDROXY-3', '3-DIMETHYL-1-OXOBUTYL)-', ' CALCIUM SALT (2:1)', ' COMPD. WITH CALCIUM CHLORIDE (CACL2) (1:1)', 'CALCIUM PANTOTHENATE-CALCIUM CHLORIDE COMPLEX', 'PANTOTHENIC ACID', ' CALCIUM SALT (2:1)', ' COMPD. WITH CALCIUM CHLORIDE (1:1)', ' DL-']",['NUTRIENT SUPPLEMENT'],,,,,
1305-79-9,CALCIUM PEROXIDE,['136.11'],"['CALCIUM PEROXIDE', 'CALCIUM DIOXIDE', 'CALCIUM PEROXIDE (CA(O2))', 'PEROXIDE', ' CALCIUM']","['DOUGH STRENGTHENER', 'FLOUR TREATING AGENT', 'OXIDIZING OR REDUCING AGENT', 'SEQUESTRANT']",,,,,
7757-93-9,"CALCIUM PHOSPHATE, DIBASIC","['175.3', '181.29', '182.1217', '182.8217', '137.105']","['CALCIUM PHOSPHATE', ' DIBASIC', 'CALCIUM PHOSPHATE', ' DIBASIC', ' DENTAL GRADE', 'CALCIUM HYDROGEN PHOSPHATE', 'CALCIUM ACID PHOSPHATE', 'CALCIUM HYDROXY PHOSPHATE', 'DICALCIUM ORTHOPHOSPHATE', 'CALCIUM MONOHYDROGEN PHOSPHATE', 'DICALCIUM HYDROGEN PHOSPHATE', 'PHOSPHORIC ACID', ' CALCIUM SALT (1:1)']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'DOUGH STRENGTHENER', 'DRYING AGENT', 'EMULSIFIER OR EMULSIFIER SALT', 'HUMECTANT', 'LEAVENING AGENT', 'MASTICATORY SUBSTANCE', 'NUTRIENT SUPPLEMENT', 'PH CONTROL AGENT', 'STABILIZER OR THICKENER']",,,,,
7758-87-4,"CALCIUM PHOSPHATE, TRIBASIC","['175.3', '182.1217', '182.8217', ' 137.105 ,  169.179']","['CALCIUM PHOSPHATE', ' TRIBASIC', 'BETA-TRICALCIUM PHOSPHATE', 'ALPHA-TRICALCIUM PHOSPHATE', 'CALCIUM ORTHOPHOSPHATE', 'CALCIUM PHOSPHATE (3:2)', 'PHOSPHORIC ACID', ' CALCIUM SALT (2:3)', 'TRICALCIUM PHOSPHATE', 'TRICALCIUM ORTHOPHOSPHATE']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'DRYING AGENT', 'EMULSIFIER OR EMULSIFIER SALT', 'FLAVORING AGENT OR ADJUVANT', 'FORMULATION AID', 'HUMECTANT', 'LEAVENING AGENT', 'NUTRIENT SUPPLEMENT', 'PH CONTROL AGENT', 'TEXTURIZER']",3081,3,,,
7776-28-5,CALCIUM PHYTATE,[],"['CALCIUM PHYTATE', 'HEXACALCIUM PHYTATE', 'MYO-INOSITOL', ' HEXAKIS(DIHYDROGEN PHOSPHATE)', ' CALCIUM SALT (1:6)', 'INOSITOL', ' HEXAKIS(DIHYDROGEN PHOSPHATE)', ' CALCIUM SALT (1:6)', ' MYO-']",,,,,,
7790-76-3,CALCIUM PYROPHOSPHATE,['182.8223'],"['CALCIUM PYROPHOSPHATE', 'ALPHA-CALCIUM PYROPHOSPHATE', 'BETA-CALCIUM PYROPHOSPHATE', 'CALCIUM DIPHOSPHATE', 'DIPHOSPHORIC ACID', ' CALCIUM SALT (1:2)', 'CALCIUM DIPHOSPHATE (2:1)', 'DICALCIUM DIPHOSPHATE', 'CALCIUM PYROPHOSPHATE', ' VITREOUS', 'GAMMA-CALCIUM PYROPHOSPHATE', 'PYROPHOSPHORIC ACID', ' CALCIUM SALT (1:2)', 'calcium pyrophosphate (Ca2P2O7)']",['NUTRIENT SUPPLEMENT'],,,,,
